"REF_DATE","GEO","DGUID","Gender","Type of corporation","Country of control","Industry","Size of enterprise","Unit of measure","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138049176","1.2.4.1.7.5.2","84.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138046926","1.2.4.1.7.6.1","177","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049626","1.2.4.1.7.6.2","91.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Total, all sizes","Number","Number","223","units","0","v1138044677","1.2.4.1.8.1.1","955","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138047377","1.2.4.1.8.1.2","88.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","First quartile","Number","Number","223","units","0","v1138045127","1.2.4.1.8.2.1","247","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","First quartile","Percentage","Percent","239","units","0","v1138047827","1.2.4.1.8.2.2","86.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Second quartile","Number","Number","223","units","0","v1138045577","1.2.4.1.8.3.1","240","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Second quartile","Percentage","Percent","239","units","0","v1138048277","1.2.4.1.8.3.2","87.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Third quartile","Number","Number","223","units","0","v1138046027","1.2.4.1.8.4.1","292","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Third quartile","Percentage","Percent","239","units","0","v1138048727","1.2.4.1.8.4.2","89.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Fourth quartile","Number","Number","223","units","0","v1138046477","1.2.4.1.8.5.1","100","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Fourth quartile","Percentage","Percent","239","units","0","v1138049177","1.2.4.1.8.5.2","86.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Unclassified size of enterprise","Number","Number","223","units","0","v1138046927","1.2.4.1.8.6.1","76","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Construction","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049627","1.2.4.1.8.6.2","97.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Total, all sizes","Number","Number","223","units","0","v1138044678","1.2.4.1.9.1.1","6149","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047378","1.2.4.1.9.1.2","82.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","First quartile","Number","Number","223","units","0","v1138045128","1.2.4.1.9.2.1","1914","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","First quartile","Percentage","Percent","239","units","0","v1138047828","1.2.4.1.9.2.2","82.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Second quartile","Number","Number","223","units","0","v1138045578","1.2.4.1.9.3.1","1526","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138048278","1.2.4.1.9.3.2","81.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Third quartile","Number","Number","223","units","0","v1138046028","1.2.4.1.9.4.1","1374","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138048728","1.2.4.1.9.4.2","83.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Fourth quartile","Number","Number","223","units","0","v1138046478","1.2.4.1.9.5.1","868","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Fourth quartile","Percentage","Percent","239","units","0","v1138049178","1.2.4.1.9.5.2","84.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046928","1.2.4.1.9.6.1","467","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049628","1.2.4.1.9.6.2","85.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138044679","1.2.4.1.10.1.1","883","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047379","1.2.4.1.10.1.2","77.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","First quartile","Number","Number","223","units","0","v1138045129","1.2.4.1.10.2.1","237","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","First quartile","Percentage","Percent","239","units","0","v1138047829","1.2.4.1.10.2.2","80.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138045579","1.2.4.1.10.3.1","175","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138048279","1.2.4.1.10.3.2","86.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Third quartile","Number","Number","223","units","0","v1138046029","1.2.4.1.10.4.1","143","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Third quartile","Percentage","Percent","239","units","0","v1138048729","1.2.4.1.10.4.2","79.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Fourth quartile","Number","Number","223","units","0","v1138046479","1.2.4.1.10.5.1","202","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Fourth quartile","Percentage","Percent","239","units","0","v1138049179","1.2.4.1.10.5.2","77.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046929","1.2.4.1.10.6.1","126","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Total, all countries","Unclassified industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049629","1.2.4.1.10.6.2","61.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Total, all sizes","Number","Number","223","units","0","v1138044680","1.2.4.2.1.1.1","11805","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Total, all sizes","Percentage","Percent","239","units","0","v1138047380","1.2.4.2.1.1.2","80.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","First quartile","Number","Number","223","units","0","v1138045130","1.2.4.2.1.2.1","2685","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","First quartile","Percentage","Percent","239","units","0","v1138047830","1.2.4.2.1.2.2","80.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Second quartile","Number","Number","223","units","0","v1138045580","1.2.4.2.1.3.1","2089","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Second quartile","Percentage","Percent","239","units","0","v1138048280","1.2.4.2.1.3.2","81.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Third quartile","Number","Number","223","units","0","v1138046030","1.2.4.2.1.4.1","2451","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Third quartile","Percentage","Percent","239","units","0","v1138048730","1.2.4.2.1.4.2","80.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Fourth quartile","Number","Number","223","units","0","v1138046480","1.2.4.2.1.5.1","3489","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Fourth quartile","Percentage","Percent","239","units","0","v1138049180","1.2.4.2.1.5.2","80.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Unclassified size of enterprise","Number","Number","223","units","0","v1138046930","1.2.4.2.1.6.1","1091","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Total, all industries","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049630","1.2.4.2.1.6.2","78.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Total, all sizes","Number","Number","223","units","0","v1138044681","1.2.4.2.2.1.1","3149","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Total, all sizes","Percentage","Percent","239","units","0","v1138047381","1.2.4.2.2.1.2","76.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","First quartile","Number","Number","223","units","0","v1138045131","1.2.4.2.2.2.1","705","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","First quartile","Percentage","Percent","239","units","0","v1138047831","1.2.4.2.2.2.2","77.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Second quartile","Number","Number","223","units","0","v1138045581","1.2.4.2.2.3.1","471","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Second quartile","Percentage","Percent","239","units","0","v1138048281","1.2.4.2.2.3.2","78.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Third quartile","Number","Number","223","units","0","v1138046031","1.2.4.2.2.4.1","581","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Third quartile","Percentage","Percent","239","units","0","v1138048731","1.2.4.2.2.4.2","75.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Fourth quartile","Number","Number","223","units","0","v1138046481","1.2.4.2.2.5.1","1088","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Fourth quartile","Percentage","Percent","239","units","0","v1138049181","1.2.4.2.2.5.2","76.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Unclassified size of enterprise","Number","Number","223","units","0","v1138046931","1.2.4.2.2.6.1","304","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Finance","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049631","1.2.4.2.2.6.2","71.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Total, all sizes","Number","Number","223","units","0","v1138044682","1.2.4.2.3.1.1","258","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Total, all sizes","Percentage","Percent","239","units","0","v1138047382","1.2.4.2.3.1.2","77.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","First quartile","Number","Number","223","units","0","v1138045132","1.2.4.2.3.2.1","29","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","First quartile","Percentage","Percent","239","units","0","v1138047832","1.2.4.2.3.2.2","82.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Second quartile","Number","Number","223","units","0","v1138045582","1.2.4.2.3.3.1","20","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Second quartile","Percentage","Percent","239","units","0","v1138048282","1.2.4.2.3.3.2","90.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Third quartile","Number","Number","223","units","0","v1138046032","1.2.4.2.3.4.1","50","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Third quartile","Percentage","Percent","239","units","0","v1138048732","1.2.4.2.3.4.2","76.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Fourth quartile","Number","Number","223","units","0","v1138046482","1.2.4.2.3.5.1","149","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Fourth quartile","Percentage","Percent","239","units","0","v1138049182","1.2.4.2.3.5.2","74.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Unclassified size of enterprise","Number","Number","223","units","0","v1138046932","1.2.4.2.3.6.1","10","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Utilities","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049632","1.2.4.2.3.6.2","83.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Total, all sizes","Number","Number","223","units","0","v1138044683","1.2.4.2.4.1.1","1866","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Total, all sizes","Percentage","Percent","239","units","0","v1138047383","1.2.4.2.4.1.2","81.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","First quartile","Number","Number","223","units","0","v1138045133","1.2.4.2.4.2.1","178","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","First quartile","Percentage","Percent","239","units","0","v1138047833","1.2.4.2.4.2.2","80.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Second quartile","Number","Number","223","units","0","v1138045583","1.2.4.2.4.3.1","224","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Second quartile","Percentage","Percent","239","units","0","v1138048283","1.2.4.2.4.3.2","78.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Third quartile","Number","Number","223","units","0","v1138046033","1.2.4.2.4.4.1","408","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Third quartile","Percentage","Percent","239","units","0","v1138048733","1.2.4.2.4.4.2","81.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Fourth quartile","Number","Number","223","units","0","v1138046483","1.2.4.2.4.5.1","914","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Fourth quartile","Percentage","Percent","239","units","0","v1138049183","1.2.4.2.4.5.2","82.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Unclassified size of enterprise","Number","Number","223","units","0","v1138046933","1.2.4.2.4.6.1","142","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Management of companies and enterprises","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049633","1.2.4.2.4.6.2","78.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Total, all sizes","Number","Number","223","units","0","v1138044684","1.2.4.2.5.1.1","1243","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Total, all sizes","Percentage","Percent","239","units","0","v1138047384","1.2.4.2.5.1.2","85.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","First quartile","Number","Number","223","units","0","v1138045134","1.2.4.2.5.2.1","194","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","First quartile","Percentage","Percent","239","units","0","v1138047834","1.2.4.2.5.2.2","86.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Second quartile","Number","Number","223","units","0","v1138045584","1.2.4.2.5.3.1","379","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Second quartile","Percentage","Percent","239","units","0","v1138048284","1.2.4.2.5.3.2","85.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Third quartile","Number","Number","223","units","0","v1138046034","1.2.4.2.5.4.1","406","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Third quartile","Percentage","Percent","239","units","0","v1138048734","1.2.4.2.5.4.2","84.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Fourth quartile","Number","Number","223","units","0","v1138046484","1.2.4.2.5.5.1","152","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Fourth quartile","Percentage","Percent","239","units","0","v1138049184","1.2.4.2.5.5.2","82.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Unclassified size of enterprise","Number","Number","223","units","0","v1138046934","1.2.4.2.5.6.1","112","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Distributive trade","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049634","1.2.4.2.5.6.2","87.5","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Total, all sizes","Number","Number","223","units","0","v1138044685","1.2.4.2.6.1.1","311","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Total, all sizes","Percentage","Percent","239","units","0","v1138047385","1.2.4.2.6.1.2","86.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","First quartile","Number","Number","223","units","0","v1138045135","1.2.4.2.6.2.1","40","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","First quartile","Percentage","Percent","239","units","0","v1138047835","1.2.4.2.6.2.2","80.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Second quartile","Number","Number","223","units","0","v1138045585","1.2.4.2.6.3.1","35","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Second quartile","Percentage","Percent","239","units","0","v1138048285","1.2.4.2.6.3.2","89.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Third quartile","Number","Number","223","units","0","v1138046035","1.2.4.2.6.4.1","21","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Third quartile","Percentage","Percent","239","units","0","v1138048735","1.2.4.2.6.4.2","91.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Fourth quartile","Number","Number","223","units","0","v1138046485","1.2.4.2.6.5.1","192","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Fourth quartile","Percentage","Percent","239","units","0","v1138049185","1.2.4.2.6.5.2","85.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Unclassified size of enterprise","Number","Number","223","units","0","v1138046935","1.2.4.2.6.6.1","23","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Energy","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049635","1.2.4.2.6.6.2","95.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Total, all sizes","Number","Number","223","units","0","v1138044686","1.2.4.2.7.1.1","712","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Total, all sizes","Percentage","Percent","239","units","0","v1138047386","1.2.4.2.7.1.2","86.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","First quartile","Number","Number","223","units","0","v1138045136","1.2.4.2.7.2.1","95","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","First quartile","Percentage","Percent","239","units","0","v1138047836","1.2.4.2.7.2.2","84.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Second quartile","Number","Number","223","units","0","v1138045586","1.2.4.2.7.3.1","152","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Second quartile","Percentage","Percent","239","units","0","v1138048286","1.2.4.2.7.3.2","86.9","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Third quartile","Number","Number","223","units","0","v1138046036","1.2.4.2.7.4.1","135","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Third quartile","Percentage","Percent","239","units","0","v1138048736","1.2.4.2.7.4.2","89.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Fourth quartile","Number","Number","223","units","0","v1138046486","1.2.4.2.7.5.1","252","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Fourth quartile","Percentage","Percent","239","units","0","v1138049186","1.2.4.2.7.5.2","86.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Unclassified size of enterprise","Number","Number","223","units","0","v1138046936","1.2.4.2.7.6.1","78","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Manufacturing","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049636","1.2.4.2.7.6.2","87.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Total, all sizes","Number","Number","223","units","0","v1138044687","1.2.4.2.8.1.1","558","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Total, all sizes","Percentage","Percent","239","units","0","v1138047387","1.2.4.2.8.1.2","87.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","First quartile","Number","Number","223","units","0","v1138045137","1.2.4.2.8.2.1","154","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","First quartile","Percentage","Percent","239","units","0","v1138047837","1.2.4.2.8.2.2","84.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Second quartile","Number","Number","223","units","0","v1138045587","1.2.4.2.8.3.1","122","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Second quartile","Percentage","Percent","239","units","0","v1138048287","1.2.4.2.8.3.2","82.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Third quartile","Number","Number","223","units","0","v1138046037","1.2.4.2.8.4.1","158","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Third quartile","Percentage","Percent","239","units","0","v1138048737","1.2.4.2.8.4.2","89.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Fourth quartile","Number","Number","223","units","0","v1138046487","1.2.4.2.8.5.1","59","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Fourth quartile","Percentage","Percent","239","units","0","v1138049187","1.2.4.2.8.5.2","86.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Unclassified size of enterprise","Number","Number","223","units","0","v1138046937","1.2.4.2.8.6.1","65","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Construction","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049637","1.2.4.2.8.6.2","100.0","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Total, all sizes","Number","Number","223","units","0","v1138044688","1.2.4.2.9.1.1","3076","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047388","1.2.4.2.9.1.2","81.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","First quartile","Number","Number","223","units","0","v1138045138","1.2.4.2.9.2.1","1116","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","First quartile","Percentage","Percent","239","units","0","v1138047838","1.2.4.2.9.2.2","81.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Second quartile","Number","Number","223","units","0","v1138045588","1.2.4.2.9.3.1","585","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Second quartile","Percentage","Percent","239","units","0","v1138048288","1.2.4.2.9.3.2","78.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Third quartile","Number","Number","223","units","0","v1138046038","1.2.4.2.9.4.1","585","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Third quartile","Percentage","Percent","239","units","0","v1138048738","1.2.4.2.9.4.2","79.4","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Fourth quartile","Number","Number","223","units","0","v1138046488","1.2.4.2.9.5.1","528","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Fourth quartile","Percentage","Percent","239","units","0","v1138049188","1.2.4.2.9.5.2","85.2","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Unclassified size of enterprise","Number","Number","223","units","0","v1138046938","1.2.4.2.9.6.1","262","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Other industry","Unclassified size of enterprise","Percentage","Percent","239","units","0","v1138049638","1.2.4.2.9.6.2","84.8","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Total, all sizes","Number","Number","223","units","0","v1138044689","1.2.4.2.10.1.1","632","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Total, all sizes","Percentage","Percent","239","units","0","v1138047389","1.2.4.2.10.1.2","75.3","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","First quartile","Number","Number","223","units","0","v1138045139","1.2.4.2.10.2.1","174","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","First quartile","Percentage","Percent","239","units","0","v1138047839","1.2.4.2.10.2.2","79.1","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Second quartile","Number","Number","223","units","0","v1138045589","1.2.4.2.10.3.1","101","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Second quartile","Percentage","Percent","239","units","0","v1138048289","1.2.4.2.10.3.2","85.6","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Third quartile","Number","Number","223","units","0","v1138046039","1.2.4.2.10.4.1","107","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Third quartile","Percentage","Percent","239","units","0","v1138048739","1.2.4.2.10.4.2","78.7","","","","1"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Fourth quartile","Number","Number","223","units","0","v1138046489","1.2.4.2.10.5.1","155","","","","0"
"2016","Canada","2016A000011124","Male gender","Private enterprises","Canada","Unclassified industry","Fourth quartile","Percentage","Percent","239","units","0","v1138049189","1.2.4.2.10.5.2","78.3","","","","1"
